name,ring,quadrant,isNew,description
Kafka,Adopt,Platforms,FALSE,"<p><span data-contrast=""auto"">Kafka&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Adopt</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">In Microservice architecture events are the most common and right way to share the data among microservices. Apache</span><span data-contrast=""auto""> Kafka</span><span data-contrast=""none""> has become a favorite platform to support an event-driven architectural style. Although Kafka provides scalable persistent messaging. </span><span data-contrast=""auto"">Kafka is an open-source event streaming platform, used for publishing and processing events at high throughput. There are a lot of popular libraries for Node.js </span><span data-contrast=""auto"">to interface with Kafka. Apache Kafka also provides build in stream processing to process streams of events with join, aggregation, filters, transformations using exactly once processing.&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
Kong,Adopt,Platforms,FALSE,"<p>Kong is Orchestration Microservice API Gateway. Kong provides a flexible abstraction layer that securely manages communication between clients and microservices via API.Kong can help by acting as gateway for microservices requests while providing load balancing, logging, authentication, rate-limiting, transformation and more through plugins. Kong provides the in built plugins for&nbsp;<strong><em>authentication&nbsp;</em></strong>(JWT, LDAP, Oauth2 etc.),&nbsp;<strong><em>security&nbsp;</em></strong>(ACL, CORS, Dynamic SSL, IP Restriction),&nbsp;<strong><em>traffic control plugins&nbsp;</em></strong>(for rate limiting, request size limiting, response rate limiting &nbsp;and others),&nbsp;<strong><em>analytics and monitoring plugins&nbsp;</em></strong>(such as Prometheus, data log and Runscope),&nbsp;<strong><em>transformation plugins&nbsp;</em></strong>to transform request and response and&nbsp;<strong><em>logging plugins</em></strong>. As per the requirement we use to create custom plugins using&nbsp;<strong>lua&nbsp;</strong>and&nbsp;<strong>Go&nbsp;</strong>language. It has helped us to abstract the common functionalities like authentication, security, traffic control and analytics.</p>"
kPow,Assess,Tools,TRUE,"<div><span lang=""EN-US"">kPow is a tool for kafka monitoring and management. It provides Kafka dashboard UI, Kafka connect integration, schema registry integration, role based access control, topic search with KJQ, message production and many more <a href=""https://kpow.io/features/"">features</a>. We have used this tool to view messages in kafka and filter it using KJQ. We are still assessing it and need to explore more about the features provided by the tool.</span></div>"
Nestjs,Adopt,languages-and-frameworks,FALSE,"<!-- A comment is visible in the source code only -->
<p><strong><span data-contrast=""none""><span data-ccp-charstyle=""Heading 1 Char"">Nestjs</span></span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559738&quot;:240,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Adopt, 2018</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<ul>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""2"" data-aria-posinset=""1"" data-aria-level=""1""><strong><span data-contrast=""none"">Nestjs </span></strong><span data-contrast=""none"">is a Nodejs framework for building scalable server-side applications with typescript.&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""2"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""none"">It provides a suite of tools that leverage either fastify or express to facilitate rapid development and predictable readable code.&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
</ul>
<ul>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""2"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">It supports </span><strong><span data-contrast=""none"">rest and graphql apis </span></strong><span data-contrast=""none"">out of the box or you might use it to build a full stack application using the model view controller pattern similar to frameworks like</span><strong><span data-contrast=""none""> laravel or ruby on rails</span></strong><span data-contrast=""none""> and it contains a ton of built-in modules to work with databases handle security implement streaming and anything else you can imagine doing in a server side application.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""2"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""none"">Nest has its own very powerful command line tool and you can scaffold out a new project with the nest new command that provides a code base pre-configured with </span><strong><span data-contrast=""none"">jest for testing</span></strong><span data-contrast=""none""> and set up with typescript to help us write more readable and reliable code.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
</ul>"
AWS Batch,Assess,Tools,FALSE,"<!-- A comment is visible in the source code only -->
<p><strong><span data-contrast=""none""><span data-ccp-charstyle=""Heading 1 Char"">Aws Batch</span></span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559738&quot;:240,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Access, 2020</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">It&rsquo;s a free service that takes care of batch jobs you might need to run periodically or on-demand. And you only pay for the resources you use.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">AWS Batch is a service that lets you run batch jobs in AWS. You don&rsquo;t have to worry about installing a tool to manage your jobs. AWS Batch will do that for you.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">There are a lot of features you might not need when you&rsquo;re first starting out, but let&rsquo;s explore a few of them anyway:</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<ul>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""3"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Instances will run only for the time that&rsquo;s needed, taking advantage of the per-second billing. You can also lower your costs by using spot instances.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
</ul>
<ul>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""3"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">It&rsquo;s possible to configure how many retries you&rsquo;d like for any job.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""3"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""none"">It offers queues where you send the jobs. Each queue could be configured with a certain priority so you can configure which jobs will run first. You can also have queues that use better resources to speed up the process.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""3"" data-aria-posinset=""3"" data-aria-level=""1""><span data-contrast=""none"">It supports Docker containers so that you can focus only on your code.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
</ul>"
Fabric.js,Assess,languages-and-frameworks,FALSE,"<!-- A comment is visible in the source code only -->
<p><strong><span data-contrast=""none""><span data-ccp-charstyle=""Heading 1 Char"">Fabric.js</span></span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Access, 2022</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Fabric.js is a Javascript library that simplifies drawing graphics to the HTML5 canvas element. This article shows some simple Fabric.js examples and addresses some issues that are commonly encountered with its use. The goal here is to show how to draw objects, keep them within a window when they are dragged, and provide zooming and panning. This might be used as a starting point for an application to let users create objects and define their positions.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><strong><span data-contrast=""none"">BROWSER SUPPORT</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Fabric.js only works on modern browsers. The list below is from the Fabric.js GitHub page and shows which browsers it will work on:</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Firefox 2+</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Safari 3+</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Opera 9.64+</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Chrome (all versions should work)</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">IE9, IE10, IE11</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">You can view several demos at the </span><a href=""http://fabricjs.com/demos/""><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">Fabric.js Demo</span></span></a><span data-contrast=""none""> page.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
Flutter,Adopt,languages-and-frameworks,FALSE,"<p><span data-contrast=""none"">Flutter is a cross-platform framework that enables you to write native mobile apps in Dart. And this is most requested technology Stack Overflow in previous few years. The main reason is a single code base for different environments Android, IOS. </span><span data-contrast=""none"">It is easier to maintain: artifacts are centralized, there is no duplication of logic and edits of the same bugs for each platform. And people need less to support and create it - there is no need to maintain two native developers.</span></p>
<p><span data-contrast=""none"">Flutter is an SDK for building fast-moving and engaging cross-platform mobile apps provided by Google. Dart is a development language for Flutter apps.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><strong><span data-contrast=""none"">Pros</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<ol>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Dart</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Easy to learn</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Growing popularity</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">High performance</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">One UI design</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Money and time economy</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Powerful community</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Promising technology growth (Maintain by Google)</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
</ol>
<p><strong><span data-contrast=""none"">Cons</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<ol>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""3"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">A limited set of tools and libraries</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""3"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Massive file size</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""3"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Core native supports for both IOS and Android</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span>&nbsp;</li>
</ol>
<p><span data-contrast=""none"">Cons are very less but at the same time growing very fast so we can say all things will be sorted very soon. Lots of big companies already adopted this technology.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
Openlayers JS,Adopt,languages-and-frameworks,FALSE,for GIS UI
D3.js,Trial,languages-and-frameworks,TRUE,"<!-- A comment is visible in the source code only -->
<p><strong><span data-contrast=""none""><span data-ccp-charstyle=""Heading 1 Char"">D3.js</span></span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559738&quot;:240,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Trial, 2022</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">D3.js is a JavaScript library for manipulating documents based on data. D3 helps you bring data to life using HTML, SVG, and CSS. D3&rsquo;s emphasis on web standards gives you the full capabilities of modern browsers without tying yourself to a proprietary framework, combining powerful visualization components and a data-driven approach to DOM manipulation.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><strong><span data-contrast=""none"">D3</span></strong><span data-contrast=""none""> allows you to bind arbitrary data to a Document Object Model (DOM), and then apply data-driven transformations to the document. For example, you can use D3 to generate an HTML table from an array of numbers. Or, use the same data to create an interactive SVG bar chart with smooth transitions and interaction.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">D3 is not a monolithic framework that seeks to provide every conceivable feature. Instead, D3 solves the crux of the problem: efficient manipulation of documents based on data. This avoids proprietary representation and affords extraordinary flexibility, exposing the full capabilities of web standards such as HTML, SVG, and CSS. With minimal overhead, D3 is extremely fast, supporting large datasets and dynamic behaviors for interaction and animation. D3&rsquo;s functional style allows code reuse through a diverse collection of </span><a href=""https://github.com/d3/d3/blob/main/API.md""><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">official</span></span></a><span data-contrast=""none""> and </span><a href=""https://www.npmjs.com/browse/keyword/d3-module""><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">community-developed</span></span></a><span data-contrast=""none""> modules.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
gRPC,Trial,languages-and-frameworks,TRUE,"<p><a href=""https://grpc.io/docs/""><strong><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">GRPC:</span></span></strong>&nbsp;<br /></a><span data-contrast=""auto"">A high-performance, open-source universal RPC framework.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:300,&quot;469777462&quot;:[1610],&quot;469777927&quot;:[0],&quot;469777928&quot;:[1]}"">&nbsp;</span></p>
<p><span data-contrast=""auto"">gRPC is a modern open-source high-performance Remote Procedure Call (RPC) framework that can run in any environment. It can efficiently connect services in and across data centers with pluggable support for load balancing, tracing, health checking, and authentication. It is also applicable in the last mile of distributed computing to connect devices, mobile applications, and browsers to backend services.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:300,&quot;469777462&quot;:[1610],&quot;469777927&quot;:[0],&quot;469777928&quot;:[1]}"">&nbsp;</span></p>
<p>&nbsp;<br /><span data-contrast=""auto"">In gRPC, a client application can directly call a method on a server application on a different machine as if it were a local object, making it easier for you to create distributed applications and services. As in many RPC systems, gRPC is based around the idea of defining a service, specifying the methods that can be called remotely with their parameters and return types. On the server-side, the server implements this interface and runs a gRPC server to handle client calls. On the client-side, the client has a stub (referred to as just a client in some languages) that provides the same methods as the server.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:300,&quot;469777462&quot;:[1610],&quot;469777927&quot;:[0],&quot;469777928&quot;:[1]}"">&nbsp;</span></p>
<p><a href=""https://grpc.io/docs/what-is-grpc/core-concepts/""><strong><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">RPC life cycle:</span></span></strong></a><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:300,&quot;469777462&quot;:[1610],&quot;469777927&quot;:[0],&quot;469777928&quot;:[1]}"">&nbsp;</span></p>
<ol>
<li data-leveltext=""%1."" data-font="""" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""auto"">Unary RPC</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:300,&quot;469777462&quot;:[1610],&quot;469777927&quot;:[0],&quot;469777928&quot;:[1]}"">&nbsp;</span></li>
</ol>
<ol>
<li data-leveltext=""%1."" data-font="""" data-listid=""1"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""auto"">Server streaming RPC</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:300,&quot;469777462&quot;:[1610],&quot;469777927&quot;:[0],&quot;469777928&quot;:[1]}"">&nbsp;</span></li>
</ol>
<ol>
<li data-leveltext=""%1."" data-font="""" data-listid=""1"" data-aria-posinset=""3"" data-aria-level=""1""><span data-contrast=""auto"">Client streaming RPC</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:300,&quot;469777462&quot;:[1610],&quot;469777927&quot;:[0],&quot;469777928&quot;:[1]}"">&nbsp;</span></li>
</ol>
<ol>
<li data-leveltext=""%1."" data-font="""" data-listid=""1"" data-aria-posinset=""4"" data-aria-level=""1""><span data-contrast=""auto"">Bidirectional streaming RPC</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:300,&quot;469777462&quot;:[1610],&quot;469777927&quot;:[0],&quot;469777928&quot;:[1]}"">&nbsp;</span></li>
</ol>"
GraphQL,Adopt,languages-and-frameworks,FALSE,"<p>GraphQL provides a complete and understandable description of the data in your API, gives clients the power to ask for exactly what they need and nothing more, makes it easier to evolve APIs over time, and enables powerful developer&nbsp;tools. GraphQL has client oriented nature as structure of response is driven by client. We have used the GraphQL in many applications. We can define the&nbsp; input required and the response to be returned, GraphQL uses types to ensure apps only ask for what&rsquo;s possible and provide clear and helpful errors. GraphQL forces the sever to obey Postel&rsquo;s law viz. &ldquo;Be liberal in what you accept and conservative in what you send&rdquo;. We have seen many successful implementations of GraphQL in our projects.</p>"
Dapr,Trial,languages-and-frameworks,TRUE,"<div><span lang=""EN-US"">The Distributed Application Runtime (<a href=""https://dapr.io/"">Dapr</a>) provides APIs that simplify microservice connectivity. Whether your communication pattern is service to service invocation or pub/sub messaging, Dapr helps you write resilient and secured microservices. When building the distributed applications Dapr provides the APIs that abstract the complexity of common challenges that in terms helps in fast development. Dapr provides <strong><em>Service Invocation</em></strong>, <strong><em>Publish and Subscribe</em></strong>, <strong><em>Secret Management</em></strong>, <strong><em>Input/Output bindings</em></strong>, <strong><em>State Management</em></strong> and <strong>Virtual Actors</strong>. As we have adopted microservices architecture so it&rsquo;s worth giving a try to Dapr. Dapr&rsquo;s sidecar take care of the complex challenges like message broker integration, encryption, observability, and secret management so that development team can focus on business logic and keep the code simple. We have leveraged the Dapr sidecars in couple of projects. </span></div>"
framer-motion,Trial,languages-and-frameworks,TRUE,for animation in ui
Zero Trust Architecture,Assess,languages-and-frameworks,TRUE,"<p><span data-contrast=""none"">Zero Trust is a strategic approach to cybersecurity that secures an organization by eliminating implicit trust and continuously validating every stage of a digital interaction. Rooted in the principle of &ldquo;never trust, always verify,&rdquo; Zero Trust is designed to protect modern environments and enable digital transformation by using strong authentication methods, leveraging network segmentation, preventing lateral movement, providing Layer 7 threat prevention, and simplifying granular, &ldquo;least access&rdquo; policies.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Zero Trust draws on technologies such as multifactor authentication, IAM, orchestration, analytics, encryption, scoring and file system permissions. Zero Trust also calls for governance policies such as giving users the least amount of access they need to accomplish a specific task.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Although Zero Trust is typically associated with securing users or use cases such as Zero Trust Network Access (ZTNA), a comprehensive zero trust approach encompasses Users, Applications and Infrastructure.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Users&nbsp;- step one of any Zero Trust effort requires strong authentication of user identity, application of &ldquo;least access&rdquo; policies, and verification of user device integrity</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Applications&nbsp;- applying Zero Trust to applications removes implicit trust with various components of applications when they talk to each other. A fundamental concept of Zero Trust is that applications cannot be trusted and continuous monitoring at runtime is necessary to validate their behaviour.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Infrastructure&nbsp;- everything infrastructure-related&mdash;routers, switches, cloud, IoT, and supply chain&mdash;must be addressed with a Zero Trust approach.</span></p>"
Zanzibar,Trial,Techniques,TRUE,
